Date,0S1.F,19H.F,34Q0.F,3V6.F,8TC.F,9A2.F,AAYA.F,ACA.PA,AIR.PA,AMUN.PA,APC.F,BMTA.F,BRYN.DE,C6G.SG,CHQ1.MU,CMC.F,CSF.F,DAU0.F,DP4B.F,E3B.F,ENI.MI,FS5A.F,FVJ.MU,HRS.F,INN1.DE,ITB.F,LGI.DE,LIN.F,LTP.MU,MRE.F,OWQ.F,P5P.F,PGR.F,PHM7.F,PST.MI,RHM.DE,RIOA.F,RQ0.F,SFW.F,STMPA.PA,TL0.F,TSFA.F,TTE.PA,WB2.F
2025-01-02,47.67423248291016,18.268136978149418,1.2599999904632568,19.643388748168945,7.33790397644043,19.900161743164062,15.228235244750977,12.488346099853516,156.61941528320312,60.716285705566406,236.46966552734375,33.58742904663086,443.4500122070313,0.3021254539489746,208.8141632080078,229.7888336181641,135.63467407226562,192.81686401367188,556.2735595703125,2.246000051498413,12.752697944641112,18.76845359802246,10.129841804504396,199.5995330810547,14.151301383972168,29.84109687805176,2.740000009536743,401.771240234375,31.62942695617676,17.018728256225586,12.073899269104004,33.85131072998047,62.5,48.45315170288086,13.198261260986328,600.9583740234375,52.38336944580078,9.444000244140623,19.51572036743164,23.5172061920166,369.6499938964844,192.25848388671875,51.33193588256836,184.06089782714844
2025-01-03,46.73723983764648,18.526216506958008,0.9950000047683716,19.643388748168945,7.521680355072021,20.164445877075195,15.848639488220217,12.371326446533203,155.0937042236328,59.443504333496094,234.92575073242188,33.58742904663086,440.5499877929687,0.3069195449352264,212.4880218505859,229.3004608154297,135.28866577148438,192.029052734375,557.7833251953125,2.211999893188477,12.760276794433594,19.209028244018555,10.0432767868042,199.2062530517578,14.130791664123535,30.196805953979492,2.740000009536743,398.6061096191406,31.269567489624023,16.921478271484375,12.21413516998291,34.0015983581543,63.0,48.500335693359375,13.111841201782228,612.4999389648438,52.851078033447266,8.899999618530273,19.51572036743164,23.21076011657715,399.0,199.5694274902344,51.58988571166992,185.2059783935547
2025-01-06,48.76114273071289,18.16306495666504,1.159999966621399,19.544179916381836,7.394786834716797,20.206178665161133,16.068437576293945,12.507068634033203,156.13040161132812,60.2448844909668,234.82614135742188,33.58742904663086,438.2000122070313,0.3050605952739715,213.3816680908203,228.9567413330078,133.45977783203125,190.4534149169922,551.744140625,2.211999893188477,12.921319961547852,18.486488342285156,9.922447204589844,199.69786071777344,14.328425407409668,30.091053009033203,2.740000009536743,392.0780334472656,31.269567489624023,17.115978240966797,12.06485080718994,33.59770965576172,63.0,48.07571792602539,13.26547622680664,603.3463134765625,52.38336944580078,9.682000160217283,19.64244842529297,25.034605026245117,394.9500122070313,208.9551239013672,52.26819610595703,185.7038421630859
2025-01-07,47.48683547973633,17.81097412109375,0.949999988079071,19.643388748168945,7.526055812835693,19.849159240722656,15.978036880493164,12.530473709106444,154.9176483154297,59.34922790527344,232.833984375,33.58742904663086,439.5,0.2937113344669342,213.3816680908203,231.8537139892578,136.8209686279297,192.2259979248047,527.2520141601562,2.2279999256134033,12.942160606384276,18.40718460083008,9.516676902770996,194.68328857421875,14.2743558883667,30.110280990600582,2.740000009536743,395.4410095214844,30.68243408203125,16.726978302001953,12.04223346710205,33.287750244140625,62.0,47.08967208862305,13.303885459899902,613.8929443359375,53.31878280639648,9.251999855041504,19.37089157104492,25.51898765563965,378.8999938964844,202.0393524169922,52.526145935058594,183.21450805664065
2025-01-08,47.9553337097168,17.87180519104004,0.7350000143051147,19.643388748168945,7.263518810272217,19.900161743164062,15.970948219299316,12.507068634033203,155.0937042236328,58.45356750488281,233.78025817871097,33.58742904663086,437.5,0.2936134934425354,213.67955017089844,230.8225860595703,144.68028259277344,197.93763732910156,526.5809936523438,2.186000108718872,12.95163345336914,18.23976707458496,9.514873504638672,195.66653442382812,14.192389488220217,30.196805953979492,2.740000009536743,402.76031494140625,31.080171585083008,16.921478271484375,11.80247402191162,33.56013870239258,62.0,46.91982650756836,13.404708862304688,645.5327758789062,52.38336944580078,5.973999977111816,19.334686279296875,24.416772842407227,383.4500122070313,199.5694274902344,52.69811248779297,183.8617248535156
2025-01-09,48.25516891479492,17.93448257446289,0.8650000095367432,19.643388748168945,7.34227991104126,19.955801010131836,15.99576473236084,12.577281951904297,153.13768005371094,57.510765075683594,234.42771911621097,33.493080139160156,438.5499877929687,0.2818728685379028,215.76470947265625,234.4069366455078,142.90081787109375,203.4523162841797,515.3414306640625,2.0940001010894775,13.014156341552734,18.142839431762695,9.659147262573242,200.09115600585935,14.33559513092041,30.25448989868164,2.740000009536743,406.321044921875,31.25063133239746,16.921478271484375,11.85675811767578,33.56013870239258,61.0,47.22649002075195,13.505532264709473,645.9307861328125,52.38336944580078,5.920000076293945,19.171754837036133,24.194351196289062,378.0499877929687,202.0393524169922,52.83186340332031,183.66259765625
2025-01-10,46.73723983764648,17.694839477539062,0.6499999761581421,19.643388748168945,7.302899360656738,19.793519973754883,15.699745178222656,12.521111488342283,154.09613037109375,58.12358856201172,229.4971160888672,33.39873504638672,431.6000061035156,0.2818728685379028,218.7435302734375,230.3806915283203,142.70309448242188,200.69497680664065,491.6880798339844,2.0859999656677246,13.019840240478516,18.160463333129883,9.66816520690918,199.69786071777344,14.186737060546877,30.014144897460938,2.740000009536743,401.5733642578125,31.231693267822266,16.921478271484375,11.431526184082031,33.578922271728516,61.0,46.95285415649414,13.380703926086426,646.7267456054688,55.18962097167969,5.751999855041504,19.334686279296875,23.7692813873291,385.5499877929687,200.06341552734375,52.78409957885742,183.61279296875
2025-01-13,47.2244758605957,17.967660903930664,0.4440000057220459,19.345760345458984,7.224138736724853,19.90479850769043,15.47285270690918,12.563239097595217,152.02273559570312,57.510765075683594,228.2021942138672,32.54961395263672,435.0499877929687,0.2957659363746643,219.04139709472656,232.63931274414065,142.70309448242188,200.69497680664065,479.10650634765625,2.059999942779541,13.141096115112305,18.29263687133789,9.713250160217283,201.5660400390625,14.661575317382812,29.427705764770508,2.740000009536743,408.1014404296875,31.042293548583984,16.726978302001953,11.580810546875,33.588314056396484,60.5,47.12269592285156,13.299084663391112,641.5529174804688,53.786495208740234,3.878999948501587,19.18985939025879,23.151447296142575,393.75,194.8271942138672,53.424190521240234,185.25575256347656
2025-01-14,47.78667068481445,17.989782333374023,0.550000011920929,19.246553421020508,7.355406761169434,19.941890716552734,15.61465835571289,12.778554916381836,152.5508575439453,59.49064254760742,225.3135528564453,32.26657485961914,433.1499938964844,0.2971356809139251,220.5308074951172,235.68356323242188,144.3342742919922,204.8309783935547,479.4420166015625,2.003999948501587,13.019840240478516,18.64509391784668,10.046884536743164,204.81076049804688,14.72187328338623,29.591140747070312,2.740000009536743,409.68402099609375,31.231693267822266,16.82422637939453,11.6215238571167,33.13746643066406,60.5,46.94813537597656,13.43831729888916,651.7015991210938,54.72190856933594,4.552999973297119,19.280372619628903,23.240419387817383,384.0,191.2705078125,53.11846923828125,189.18890380859375
2025-01-15,49.15467834472656,18.223896026611328,0.7099999785423279,19.345760345458984,7.425416469573975,20.261816024780273,15.76532745361328,12.979828834533691,150.9860382080078,60.76342010498047,230.09475708007812,32.64396286010742,444.7000122070313,0.2871561348438263,233.43894958496097,241.4283447265625,143.09852600097656,201.4827880859375,484.6423950195313,2.114000082015991,13.247194290161133,18.47767639160156,10.259688377380373,203.9258270263672,14.921606063842772,29.17774772644043,2.740000009536743,410.6731262207031,31.724124908447266,17.115978240966797,11.94723415374756,33.362892150878906,60.5,46.71223831176758,13.635162353515623,653.0945434570312,54.25419998168945,5.708000183105469,19.570032119750977,23.78411102294922,416.4500122070313,197.19830322265625,53.433746337890625,190.53314208984375
